id,path,caption,__raw_response,__error,style,Gen_by,category_category,task
georges-seurat_low-tide-at-grandcamp-1885_resize1024,Dataset/Images/georges-seurat_low-tide-at-grandcamp-1885_resize1024.jpg,"a sailboat beached on a sandy shore with other boats on calm sea water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_cliff-with-houses_resize1024,Dataset/Images/henri-martin_cliff-with-houses_resize1024.jpg,"a hillside village with a stone church and red-roofed buildings on a cliff above a river, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_family-of-swans_resize1024,Dataset/Images/henri-edmond-cross_family-of-swans_resize1024.jpg,"swans and ducks swimming in a pond beneath a weeping willow tree, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
paul-signac_the-entrance-to-the-port-of-marseille_resize1024,Dataset/Images/paul-signac_the-entrance-to-the-port-of-marseille_resize1024.jpg,"a harbor with tall sailing ships and a distant city skyline under cloudy skies, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_port-en-bessin-entrance-to-the-harbor-1888_resize1024,Dataset/Images/georges-seurat_port-en-bessin-entrance-to-the-harbor-1888_resize1024.jpg,"a coastal harbor with sailboats and breakwaters on calm blue-green water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_dutch-mill-at-edam_resize1024,Dataset/Images/paul-signac_dutch-mill-at-edam_resize1024.jpg,"a large windmill beside a river with small houses and boats under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_picking-peas_resize1024,Dataset/Images/camille-pissarro_picking-peas_resize1024.jpg,"farm workers harvesting in a green field with baskets under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_pines-and-eucalyptus-at-cavelieri-1905_resize1024,Dataset/Images/theo-van-rysselberghe_pines-and-eucalyptus-at-cavelieri-1905_resize1024.jpg,"a coastal bay with blue water and distant hills framed by tall trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_sleeping-woman_resize1024,Dataset/Images/georges-seurat_sleeping-woman_resize1024.jpg,"a close-up of a nude woman’s head and shoulders in shadow, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-return-of-the-fisherman-1896_resize1024,Dataset/Images/henri-edmond-cross_the-return-of-the-fisherman-1896_resize1024.jpg,"a rocky seaside cliff with a lone figure walking at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-promenade-1901_resize1024,Dataset/Images/theo-van-rysselberghe_the-promenade-1901_resize1024.jpg,"three women in white dresses and wide-brimmed hats walking on a windy beach by the sea, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_in-the-shade-of-the-pines-study-1905_resize1024,Dataset/Images/theo-van-rysselberghe_in-the-shade-of-the-pines-study-1905_resize1024.jpg,"a colorful flowering garden with trees and dense pink blossoms, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-lacombe_in-the-forest_resize1024,Dataset/Images/georges-lacombe_in-the-forest_resize1024.jpg,"a misty forest landscape with tall trees and rocky undergrowth, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_venice-palazzo-venier-dei-leoni_resize1024,Dataset/Images/henri-edmond-cross_venice-palazzo-venier-dei-leoni_resize1024.jpg,"a riverside town with waterfront buildings, trees, and gondolas on the canal, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
richard-gerstl_self-portrait-with-blue-spotted-background-1907_resize1024,Dataset/Images/richard-gerstl_self-portrait-with-blue-spotted-background-1907_resize1024.jpg,"a seated man in a dark suit with a bow tie against a mottled background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_cadet-from-saint-cyr-1884_resize1024,Dataset/Images/georges-seurat_cadet-from-saint-cyr-1884_resize1024.jpg,"a person standing on a grassy riverbank among tall trees, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_margery-1899_resize1024,Dataset/Images/theo-van-rysselberghe_margery-1899_resize1024.jpg,"a seated woman in a green dress with a white blouse against a dotted green background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
arthur-segal_marseilles_resize1024,Dataset/Images/arthur-segal_marseilles_resize1024.jpg,"a harbor with sailboats and masts reflected in calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-vantongerloo_a-seated-lady_resize1024,Dataset/Images/georges-vantongerloo_a-seated-lady_resize1024.jpg,"a rocky mountain landscape with dark cliffs and mist, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-portrait-of-maximilien-luce-1891_resize1024,Dataset/Images/paul-signac_the-portrait-of-maximilien-luce-1891_resize1024.jpg,"a bearded man in a dark hat seated in profile reading a paper, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_a-venetian-canal-1905_resize1024,Dataset/Images/henri-edmond-cross_a-venetian-canal-1905_resize1024.jpg,"a canal lined with yellow buildings and moored boats under a blue sky, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_landscape-with-goats-1895_resize1024,Dataset/Images/henri-edmond-cross_landscape-with-goats-1895_resize1024.jpg,"a herd of cattle resting under a large tree in a sunlit pasture, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
camille-pissarro_peasant-woman-warming-herself-1883_resize1024,Dataset/Images/camille-pissarro_peasant-woman-warming-herself-1883_resize1024.jpg,"a seated woman in a striped blouse and red headscarf leaning forward indoors, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_antibes-morning_resize1024,Dataset/Images/henri-edmond-cross_antibes-morning_resize1024.jpg,"a coastal landscape with colorful trees and a distant seaside town across the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_grandcamp-evening-1885_resize1024,Dataset/Images/georges-seurat_grandcamp-evening-1885_resize1024.jpg,"a coastal hillside overlooking a wide bay with distant sailboats and a walkway lined with buildings, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_the-serpentine-hyde-park-fog-effect-1890_resize1024,Dataset/Images/camille-pissarro_the-serpentine-hyde-park-fog-effect-1890_resize1024.jpg,"a misty river scene with small boats and distant trees on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
andre-derain_westminster-1905_resize1024,Dataset/Images/andre-derain_westminster-1905_resize1024.jpg,"a river city skyline with boats on the water under a bright sun, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
marevna-(marie-vorobieff)_senegal-solgier-1936_resize1024,Dataset/Images/marevna-(marie-vorobieff)_senegal-solgier-1936_resize1024.jpg,"a military officer in a red fez and decorated uniform against a plain background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_flock-of-sheep-1888_resize1024,Dataset/Images/camille-pissarro_flock-of-sheep-1888_resize1024.jpg,"a shepherd and dog watching a flock of sheep along a village road near cottages, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
theo-van-rysselberghe_summer-afternoon-tea-in-the-garden-1901_resize1024,Dataset/Images/theo-van-rysselberghe_summer-afternoon-tea-in-the-garden-1901_resize1024.jpg,"three women in large hats having tea at an outdoor garden table, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_portrait-of-daisy-weber-1907_resize1024,Dataset/Images/theo-van-rysselberghe_portrait-of-daisy-weber-1907_resize1024.jpg,"a woman in a brown dress and wide-brim hat sitting on grass beside a garden path, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_la-voile-verte-1904_resize1024,Dataset/Images/paul-signac_la-voile-verte-1904_resize1024.jpg,"a colorful sailboat on a lagoon with distant church towers and gondolas, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_samois-study-nr-8-1899_resize1024,Dataset/Images/paul-signac_samois-study-nr-8-1899_resize1024.jpg,"a lakeside landscape with autumn trees and reflections on calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_self-portrait-in-the-garden_resize1024,Dataset/Images/henri-martin_self-portrait-in-the-garden_resize1024.jpg,"a woman in a blue dress and wide-brim hat sitting in a lush flower garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
yayoi-kusama_butterfly-1988_resize1024,Dataset/Images/yayoi-kusama_butterfly-1988_resize1024.jpg,"a large green and yellow butterfly with dotted wings on a red patterned background, pointillism painting","{""category"":""animal""}",,Pointillism,WikiArt,animal,category_classify
marevna-(marie-vorobieff)_still-life-of-fish_resize1024,Dataset/Images/marevna-(marie-vorobieff)_still-life-of-fish_resize1024.jpg,"a still life of fresh fish with lemon slices and green herbs on paper, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
paul-signac_concarneau-opus-221-adagio-1891_resize1024,Dataset/Images/paul-signac_concarneau-opus-221-adagio-1891_resize1024.jpg,"a calm sea at sunset with small sailboats on the horizon, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_port-entrance-at-volendam-1896_resize1024,Dataset/Images/theo-van-rysselberghe_port-entrance-at-volendam-1896_resize1024.jpg,"a seaside promenade with lampposts and a sailboat on calm water at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
samuel-mutzner_peisaj-din-giverny-1908_resize1024,Dataset/Images/samuel-mutzner_peisaj-din-giverny-1908_resize1024.jpg,"a rural hillside landscape with a farmhouse and trees under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_sewing-in-the-garden-at-marquayrol_resize1024,Dataset/Images/henri-martin_sewing-in-the-garden-at-marquayrol_resize1024.jpg,"a woman in a blue dress kneeling by a lily pond in a flower garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_sailboats-on-the-river-scheldt-1892_resize1024,Dataset/Images/theo-van-rysselberghe_sailboats-on-the-river-scheldt-1892_resize1024.jpg,"a sailboat on a calm lake at sunset with wooden posts in the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-quay-at-verre-zeeland-1906_resize1024,Dataset/Images/theo-van-rysselberghe_the-quay-at-verre-zeeland-1906_resize1024.jpg,"a canal in a European town with red-roofed buildings and a tall church spire, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
jean-metzinger_paysage-1904_resize1024,Dataset/Images/jean-metzinger_paysage-1904_resize1024.jpg,"a seaside bay with sailboats and a rocky shoreline under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
kazimir-malevich_landscape-1906_resize1024,Dataset/Images/kazimir-malevich_landscape-1906_resize1024.jpg,"an abstract field of dense multicolored speckles on a warm yellow background, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
henri-martin_door-in-marquayrol_resize1024,Dataset/Images/henri-martin_door-in-marquayrol_resize1024.jpg,"a vine-covered doorway with stone steps and potted flowering shrubs, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_les-petits-montagnes-mauresques_resize1024,Dataset/Images/henri-edmond-cross_les-petits-montagnes-mauresques_resize1024.jpg,"a mountain valley with colorful fields and scattered trees under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_port-collioure-3_resize1024,Dataset/Images/henri-martin_port-collioure-3_resize1024.jpg,"a coastal harbor town with stone buildings, red roofs, and sailboats on calm water, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
paul-signac_capo-di-noli-1898_resize1024,Dataset/Images/paul-signac_capo-di-noli-1898_resize1024.jpg,"a coastal cliffside path with tall pine trees and sailboats on the sea, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_the-schelde-upstream-from-antwerp-after-fog-1892_resize1024,Dataset/Images/theo-van-rysselberghe_the-schelde-upstream-from-antwerp-after-fog-1892_resize1024.jpg,"a riverside landscape with tall trees along a grassy bank and small sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_moonlight-night-in-boulogne_resize1024,Dataset/Images/theo-van-rysselberghe_moonlight-night-in-boulogne_resize1024.jpg,"a harbor at night with sailboats and glowing city lights reflecting on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_provence-landscape_resize1024,Dataset/Images/henri-edmond-cross_provence-landscape_resize1024.jpg,"a sunlit countryside landscape with tall pine trees and two seated figures in the grass, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_study-of-a-peasant-in-open-air-also-known-as-peasant-digging-1882_resize1024,Dataset/Images/camille-pissarro_study-of-a-peasant-in-open-air-also-known-as-peasant-digging-1882_resize1024.jpg,"a woman in a blue dress and red headscarf kneeling in a sunlit field with a walking stick, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_fisherman_resize1024,Dataset/Images/henri-edmond-cross_fisherman_resize1024.jpg,"fishermen pulling nets on a shoreline with sailboats on the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-port-of-saint-tropez_resize1024,Dataset/Images/paul-signac_the-port-of-saint-tropez_resize1024.jpg,"a harbor with sailboats and small figures along the waterfront at sunset, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_golfe-juan(1)_resize1024,Dataset/Images/paul-signac_golfe-juan(1)_resize1024.jpg,"a coastal bay with sailboats and pine trees framing the shoreline, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
richard-gerstl_emile-gerstl-father-1907_resize1024,Dataset/Images/richard-gerstl_emile-gerstl-father-1907_resize1024.jpg,"a seated person in an armchair in a dim living room by a bright window, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_end-of-the-jetty-honfleur-1886_resize1024,Dataset/Images/georges-seurat_end-of-the-jetty-honfleur-1886_resize1024.jpg,"a lighthouse on a breakwater with sailboats on a calm sea, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-martin_the-house-of-sabotier_resize1024,Dataset/Images/henri-martin_the-house-of-sabotier_resize1024.jpg,"a countryside house with bare trees and a winding path through green fields, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_model-in-profile-1886_resize1024,Dataset/Images/georges-seurat_model-in-profile-1886_resize1024.jpg,"a nude woman with short dark hair sitting and hugging her knees against a pale background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-edmond-cross_the-iles-d-or-the-iles-d-hyeres-var_resize1024,Dataset/Images/henri-edmond-cross_the-iles-d-or-the-iles-d-hyeres-var_resize1024.jpg,"a tranquil seascape with blue water and a sandy shoreline under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_harbor-in-honfleur-1886_resize1024,Dataset/Images/georges-seurat_harbor-in-honfleur-1886_resize1024.jpg,"a large sailboat moored in a harbor with rigging and calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
georges-seurat_trombone-player-1887_resize1024,Dataset/Images/georges-seurat_trombone-player-1887_resize1024.jpg,"a silhouetted figure standing by a fence with people in the background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
henri-martin_my-house_resize1024,Dataset/Images/henri-martin_my-house_resize1024.jpg,"a lush cottage garden with colorful flowers and a small pond in front of a house, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
marevna-(marie-vorobieff)_still-life-with-bottle-and-fruit-1938_resize1024,Dataset/Images/marevna-(marie-vorobieff)_still-life-with-bottle-and-fruit-1938_resize1024.jpg,"a still life of a wicker basket with grapes and fruit on a white cloth on a table, pointillism painting","{""category"":""still_life""}",,Pointillism,WikiArt,still_life,category_classify
henri-edmond-cross_the-fourth-of-july-by-the-sea_resize1024,Dataset/Images/henri-edmond-cross_the-fourth-of-july-by-the-sea_resize1024.jpg,"a seaside promenade with tall flagpoles and small figures walking near the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_ranelagh_resize1024,Dataset/Images/henri-edmond-cross_ranelagh_resize1024.jpg,"a sunlit park with tall trees and people relaxing on the grass, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
richard-gerstl_flowering-meadow-with-trees-1907_resize1024,Dataset/Images/richard-gerstl_flowering-meadow-with-trees-1907_resize1024.jpg,"a sunlit forest clearing with tall trees and green undergrowth, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
salvador-dali_bathers-of-llane_resize1024,Dataset/Images/salvador-dali_bathers-of-llane_resize1024.jpg,"a crowded beach scene with nude bathers lounging and swimming in the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_ile-lacruix-rouen-effect-of-fog-1888_resize1024,Dataset/Images/camille-pissarro_ile-lacruix-rouen-effect-of-fog-1888_resize1024.jpg,"a misty harbor at dawn with boats and a smoking factory chimney, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_garden-of-the-artist_resize1024,Dataset/Images/henri-martin_garden-of-the-artist_resize1024.jpg,"a house with blue shutters beside a lush flower garden and distant hills, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
henri-edmond-cross_the-grape-harvest_resize1024,Dataset/Images/henri-edmond-cross_the-grape-harvest_resize1024.jpg,"a rural field with farm workers harvesting crops and baskets in the foreground, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_portrait-of-nini-1884_resize1024,Dataset/Images/camille-pissarro_portrait-of-nini-1884_resize1024.jpg,"a young girl in a dark dress with a white collar against a dark background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_not-identified-3_resize1024,Dataset/Images/marevna-(marie-vorobieff)_not-identified-3_resize1024.jpg,"two nude women embracing on a cloth among large leafy plants and white flowers, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_fort-saint-jean-marseilles-1907_resize1024,Dataset/Images/paul-signac_fort-saint-jean-marseilles-1907_resize1024.jpg,"a sailboat with a large blue sail on calm water near other boats, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_sunset-at-sent-charlez-eragny-1891_resize1024,Dataset/Images/camille-pissarro_sunset-at-sent-charlez-eragny-1891_resize1024.jpg,"a countryside path winding through green fields with tall trees under a hazy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_rio-san-trovaso-venice-1904_resize1024,Dataset/Images/henri-edmond-cross_rio-san-trovaso-venice-1904_resize1024.jpg,"a riverside street with trees and buildings reflected in the water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_terrace-in-sun_resize1024,Dataset/Images/henri-martin_terrace-in-sun_resize1024.jpg,"a garden walkway lined with potted shrubs and flowering plants under a leafy arbor, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
paul-signac_the-milliner-1885_resize1024,Dataset/Images/paul-signac_the-milliner-1885_resize1024.jpg,"two women sewing and cutting fabric in a patterned room with scattered cloth on the floor, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
umberto-boccioni_self-portrait-1905-1_resize1024,Dataset/Images/umberto-boccioni_self-portrait-1905-1_resize1024.jpg,"a seated woman in a dark dress holding a folding fan in an interior room with patterned wallpaper, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_the-watering-can-1883_resize1024,Dataset/Images/georges-seurat_the-watering-can-1883_resize1024.jpg,"a garden path with a watering can beside a stone wall and dense trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935_resize1024,Dataset/Images/henri-martin_view-of-the-terrasse-de-marquayrol-labastide-du-vert-1935_resize1024.jpg,"a hillside village with red-roofed houses among green trees and distant mountains, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_the-washerwoman-1896_resize1024,Dataset/Images/henri-edmond-cross_the-washerwoman-1896_resize1024.jpg,"a woman in a long dark dress standing in a sunlit woodland garden, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_the-port-of-la-rochelle-1915_resize1024,Dataset/Images/paul-signac_the-port-of-la-rochelle-1915_resize1024.jpg,"a harbor with colorful sailboats and distant buildings reflected in calm water, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_paul-emile-pissarro-1890_resize1024,Dataset/Images/camille-pissarro_paul-emile-pissarro-1890_resize1024.jpg,"a woman in a wide-brimmed straw hat sitting in a garden with greenery, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
paul-signac_breakfast-the-dining-room_resize1024,Dataset/Images/paul-signac_breakfast-the-dining-room_resize1024.jpg,"three people having tea at a table in a dining room with curtains and a potted plant, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_two-children-1942_resize1024,Dataset/Images/marevna-(marie-vorobieff)_two-children-1942_resize1024.jpg,"two people sitting close together with arms around each other against a blue background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
jean-metzinger_the-seashore-1905_resize1024,Dataset/Images/jean-metzinger_the-seashore-1905_resize1024.jpg,"a coastal cliffside with waves along a sandy beach and small figures near the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-martin_the-hour-of-mass-in-labastide-du-vert_resize1024,Dataset/Images/henri-martin_the-hour-of-mass-in-labastide-du-vert_resize1024.jpg,"a village stone bridge over a river with a church tower and spring trees, pointillism painting","{""category"":""architecture""}",,Pointillism,WikiArt,architecture,category_classify
camille-pissarro_flock-of-sheep-in-a-field-after-the-harvest-1889_resize1024,Dataset/Images/camille-pissarro_flock-of-sheep-in-a-field-after-the-harvest-1889_resize1024.jpg,"a rural harvest field with a large haystack, farm workers, and a flock of sheep, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
henri-edmond-cross_ronde_resize1024,Dataset/Images/henri-edmond-cross_ronde_resize1024.jpg,"a group of nude women dancing in a sunlit forest clearing, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
camille-pissarro_railroad-to-dieppe-1886_resize1024,Dataset/Images/camille-pissarro_railroad-to-dieppe-1886_resize1024.jpg,"a wide rural landscape with grassy fields, scattered trees, and a distant village under a pale sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_port-de-cette_resize1024,Dataset/Images/theo-van-rysselberghe_port-de-cette_resize1024.jpg,"a harbor with sailboats and tall-masted ships on calm water under a blue sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_eragny-landscape_resize1024,Dataset/Images/camille-pissarro_eragny-landscape_resize1024.jpg,"a row of tall trees in a grassy park under a pale sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
camille-pissarro_the-harvest-of-hay-in-eragny-1887_resize1024,Dataset/Images/camille-pissarro_the-harvest-of-hay-in-eragny-1887_resize1024.jpg,"farm workers harvesting hay in a wide field with haystacks under a cloudy sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_sunset-at-ambleteuse-1899_resize1024,Dataset/Images/theo-van-rysselberghe_sunset-at-ambleteuse-1899_resize1024.jpg,"a coastal mountain landscape with a winding river and distant peaks under a yellow sky, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
andre-derain_the-port-of-collioure-1905-1_resize1024,Dataset/Images/andre-derain_the-port-of-collioure-1905-1_resize1024.jpg,"a colorful harbor scene with sailboats by the shoreline and trees, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
marevna-(marie-vorobieff)_self-portrait-1929_resize1024,Dataset/Images/marevna-(marie-vorobieff)_self-portrait-1929_resize1024.jpg,"a close-up portrait of a person wearing a wide-brimmed hat, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
georges-seurat_the-scene-in-the-theater_resize1024,Dataset/Images/georges-seurat_the-scene-in-the-theater_resize1024.jpg,"a steam locomotive moving through a dark nighttime landscape with glowing lights, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
theo-van-rysselberghe_little-denise-1889_resize1024,Dataset/Images/theo-van-rysselberghe_little-denise-1889_resize1024.jpg,"a young girl in a white dress with a dark sash standing in a simple room with framed artwork on the wall, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
theo-van-rysselberghe_denise-marechal-1892_resize1024,Dataset/Images/theo-van-rysselberghe_denise-marechal-1892_resize1024.jpg,"a portrait of a woman in a dark dress with a white collar against a patterned background, pointillism painting","{""category"":""portrait""}",,Pointillism,WikiArt,portrait,category_classify
marevna-(marie-vorobieff)_not-identified-4_resize1024,Dataset/Images/marevna-(marie-vorobieff)_not-identified-4_resize1024.jpg,,,"mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""c2b34c2e-237b-11f1-8570-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-qDQ5whe1LtxFvy-260319180948096'}""} | mllm_error: {""error_type"": ""api_code"", ""message"": ""Andes gateway returned non-zero code"", ""record_id"": ""5b3c256a-237c-11f1-afe7-0202160272ed"", ""http_status"": null, ""api_code"": -30002, ""api_msg"": ""Your input image may contain content that is not allowed by our content safety system."", ""response_text"": ""{'code': -30002, 'msg': 'Your input image may contain content that is not allowed by our content safety system.', 'recordId': 'andes-is4tNzLEapLflm-260319181404017'}""} | missing_caption: col=caption",Pointillism,WikiArt,,
georges-seurat_the-river-seine-at-la-grande-jatte-1888_resize1024,Dataset/Images/georges-seurat_the-river-seine-at-la-grande-jatte-1888_resize1024.jpg,"a riverside scene with sailboats on the water and leafy trees along the shore, pointillism painting","{""category"":""landscape""}",,Pointillism,WikiArt,landscape,category_classify
